,Name,Rating,Reviews,Salaries,Jobs,Loction,Global_Company_Size,Industry,Description
4184,Murugappa Group,4.4,92Reviews,83,--,"Headquarters in Chennai, India",1 to 50 Employees,Machinery Manufacturing,
4185,Moshi Moshi,3.8,103Reviews,75,2,"8/12, Honnam Complex, South cross road, basavangudi",51 to 200 Employees,Film Production,
4186,Anixter International,3.5,814Reviews,10,--,24 office locations,5001 to 10000 Employees,Wholesale,"At Anixter, we enable the connected world. From securer facilities and communities, to more efficient networks and industrial environments, we deliver the infrastructure solutions—and intelligence—that sustain your business. Through our superior product offerings, unmatched global distribution network, expert supply chain management and technical know-how, we drive efficiency and effectiveness to benefit your bottom line."
4187,PCS Global Tech,4.7,188Reviews,14,12,"Philadelphia, PA",501 to 1000 Employees,Information Technology Support Services,"In a world where technology is king, bright minds savvy in the latest market trends and systems are necessary to drive the global economy. PCS Global Tech is a part of an information organization that specializes in training the technological minds of the future. 

Our Talent Development Program is a technical &quot;boot camp&quot; which will give students the skills necessary to become a part of the workforce in information technologies. Not only do we cultivate knowledge and skillsets, we hand deliver the tools essential for success!"
4188,TCS eServe,4.2,93Reviews,85,--,"Headquarters in Mumbai, India",10000+ Employees,Banking & Lending,
4189,Sarla Technologies,4.2,94Reviews,85,10,2 office locations,201 to 500 Employees,Information Technology Support Services,"Sarla Technologies is an ISO 9001:2008 and CSIA certified global engineering house. With over 15 years of experience, we have extensive expertise in the area of Automation and Plant IT Solutions, such as Industrial Automation, Manufacturing Intelligence and Integration, Plant Data Reporting and Analytics.

Through our Global Engineering Services we cater to global Automation Companies, System Integrator, EPC, OEM and Process Consultants in providing engineering and start up services across diverse industry verticals. Through our well established global delivery model and robust quality procedures we have deployed several projects in the USA, Europe, Asia, Middle East, South Africa and Australia.

Our ‘Products & Solutions’ division provides production management and plant intelligence solutions that help manufacturers connect and integrate their shop floor to top floor, thus providing real time visibility."
4190,Webyog,4.2,55Reviews,40,--,"Headquarters in Bengaluru, India",51 to 200 Employees,Computer Hardware Development,
4191,CyberArk,4.2,344Reviews,12,140,9 office locations,1001 to 5000 Employees,Enterprise Software & Network Solutions,"CyberArk is trusted by the world’s leading organizations, including more than 50 percent of the Fortune 500, to protect against external attackers and malicious insiders. 

CyberArk pioneered the market and remains the leader in securing enterprises against cyber attacks that take cover behind insider privileges to attack critical enterprise assets. Today, only CyberArk delivers a new category of targeted security solutions that help leaders stop reacting to cyber threats and get ahead of them, preventing attack escalation before irreparable business harm is done. 

With offices and authorized partners worldwide, CyberArk is a vital security partner to more than 7,500 global businesses, including: 
•	More than 50% of the Fortune 500 
•	More than 35% of the Global 2000"
4192,Belong,4.3,95Reviews,59,2,"Headquarters in Bengaluru, India",1 to 50 Employees,Internet & Web Services,"Belong helps organizations discover, engage and hire top, relevant talent at the right time. Our data-driven solution helps hiring teams spot candidates who best fit their requirements and are most inclined to move, and engage with them through personalized interactions.

Over the last year, we have worked with some of the fastest-growing companies in India, helping them hire for high-impact positions across critical functions. And, of course, we are using Belong to build our own awesome team!

If you want to see how we can help transform your hiring, sign up for a demo with us."
4193,Texila Educational and Management Services,4.2,98Reviews,63,--,2 office locations,201 to 500 Employees,Colleges & Universities,"Texila Educational &amp; Management Services Pvt. Ltd. is working to increase the number of talented people seeking and finding employment in the education industry. TEMS is aiming to attract people to career opportunities, to Up skill people who are both entering and working in the industry and to employ more high caliber people in the grains industry. 

At TEMS, we believe that technology should simplify businesses, not complicate them; it is this philosophy that has been the driving force behind all our innovations and product developments."
4194,Cognex,3.9,350Reviews,17,113,12 office locations,1001 to 5000 Employees,Computer Hardware Development,"Cognex machines see what mere mortals cannot. 

As a company, we are one of the world's largest producers of systems that, linked to a video camera, serve as eyes where human vision is insufficient. Semiconductor, consumer goods, health care, and automotive companies, among others, use the company's machine vision systems to position and identify products, gauge sizes, and locate defects.

Cognex is the leader in Advanced Industrial Machine Vision with over $1 Billion Dollars in revenue, 40 + years of experience, 1 Million systems sold, and 60+ global locations.

We also celebrate our values every day! Cognoids (otherwise known as a highly skilled and highly motivated member of the Cognex team) are customer-centric. We believe in excellence, perseverance, and creativity. We’re proud of what we do, and the integrity with which we do it."
4195,Tinkoff Credit Systems Bank,4.6,417Reviews,16,--,"Headquarters in Moscow, Russia",1001 to 5000 Employees,Banking & Lending,
4196,iSpace,3.8,53Reviews,25,--,2 office locations,51 to 200 Employees,Information Technology Support Services,
4197,Joseph,3.9,206Reviews,22,1,2 office locations,201 to 500 Employees,"Department, Clothing & Shoe Stores",
4198,HM Group,4.3,115Reviews,69,--,"# 14, HM Geneva House, Cunningham Road, Bangalore- 53",201 to 500 Employees,Real Estate,
4199,Imperva,4.3,621Reviews,5,54,30 office locations,1001 to 5000 Employees,Computer Hardware Development,"Imperva is the cybersecurity leader whose mission is to protect data and all paths to it. Customers around the world trust Imperva to protect their applications, data and websites from cyber attacks. With an integrated approach combining edge, application security and data security, Imperva protects companies through all stages of their digital journey. Imperva Research Labs and our global intelligence community enable Imperva to stay ahead of the threat landscape and seamlessly integrate the latest security, privacy and compliance expertise into our solutions."
4200,Delhi High Court,4.1,96Reviews,111,--,"New Delhi, DL",1 to 50 Employees,National Services & Agencies,
4201,World Fashion Exchange,4.0,76Reviews,53,--,"Headquarters in Princeton, United States",51 to 200 Employees,Enterprise Software & Network Solutions,
4202,Adjust,3.6,204Reviews,6,38,14 office locations,501 to 1000 Employees,Advertising & Public Relations,"Adjust is the mobile marketing analytics platform trusted by growth-driven marketers around the world, with solutions for measuring and optimizing campaigns and protecting user data. Adjust powers thousands of apps with built-in intelligence and automation, backed by responsive global customer support. 

Adjust is a subsidiary of AppLovin (Nasdaq: APP), the leading growth platform for developers. Learn more about Adjust at www.adjust.com.

Facebook https://www.facebook.com/adjustcom
Twitter https://twitter.com/adjustcom  @adjustcom
LinkedIn https://www.linkedin.com/company/adjustcom
Instagram https://www.instagram.com/adjustcom/"
4203,Text Mercato,3.8,100Reviews,93,--,"Headquarters in Bengaluru, India",51 to 200 Employees,N/A,
4204,Dtdc Courrier and Cargo,3.8,82Reviews,110,--,"Headquarters in Dubai, United Arab Emirates",51 to 200 Employees,Advertising & Public Relations,
4205,Citrin Cooperman,3.8,266Reviews,19,313,14 office locations,1001 to 5000 Employees,Accounting & Tax,"We are a top-25 nationally recognized full-service assurance, tax, and advisory firm with offices conveniently located throughout the Northeast. Since 1979, we have steadily built our business by helping companies and high net worth individuals find smart solutions. Whether your operations and assets are located around the corner or across the globe, we can provide new perspectives on strategies that will help you achieve your short- and long-term goals."
4206,Arrk,4.3,98Reviews,52,4,2 office locations,51 to 200 Employees,Computer Hardware Development,"DO YOU FEEL THAT YOUR TALENTS ARE NOT BEING USED?
Come and join an exciting IT Services business where your contribution  REALLY make a DIFFERENCE!
Arrk Group is an award winning global IT services company specialising in the design, build and ongoing operational management of complex web and mobile applications across multiple commercial sectors. Headquartered in Manchester UK with the benefit of an impressive CMMI certified delivery & operations centre on the Millennium Business Park, Mumbai, Arrk has developed a unique and innovative approach to the creation of web and mobile software applications that continues to provide its Customers with extremely high quality IT services. Achieving this has only been made possible through Arrk’s incredibly talented, committed and enthusiastic people.

Working at Arrk is different from most IT services companies. We believe that every member of the team has unique skills and personality. We treat everyone with respect and understand that there needs to be genuine harmony between both work and life. Here at Arrk, everyone is treated as one of the family and everyone has the power to make a real difference in all aspects of their life - for the company and their own personal development. If you are working for a large IT business currently then you’ll appreciate that this is a refreshing change!

But don’t let our family approach make you think that Arrk isn’t a challenging and exciting place to work. Far from it. We offer the best of both worlds – a caring approach AND rewarding, challenging assignments. We’ve delivered high quality, innovative solutions to some of the largest UK and global brands. We also provide essential services to smaller businesses that have great ideas for the future. No matter what the opportunity, Arrk has exceeded customer expectations. Our work has been recognized throughout the UK, having won numerous prestigious awards, the most recent being the nationally recognized British Computer Society and Computer Weekly National IT awards.

So if you want a change, and you want your next career move to really make a difference then we urge you to experience the Arrk difference.


THINK DIFFERENT. THINK ARRK."
4207,Odessa,4.1,653Reviews,790,19,2 office locations,501 to 1000 Employees,Enterprise Software & Network Solutions,"Odessa is a software company exclusively focused in the leasing industry. Odessa provides the LeaseWave system and Odessa platform to power a diverse customer base of leasing companies globally. LeaseWave is a powerful, end-to-end, extensible solution for lease and loan origination and portfolio management. The platform further provides rich feature sets including low-code development, test automation, reporting and business intelligence to ensure organizations can more effectively align business and IT objectives."
4208,Sannam S4,4.2,90Reviews,78,17,7 office locations,201 to 500 Employees,Business Consulting,"Founded in 2008, Sannam S4 is a rapidly expanding international market entry services organisation operating in over twenty countries worldwide.

A market leader in international higher education, with very high annual client retention, Sannam S4 is proud to serve half of the world’s top twenty one ranked universities, as well as many valued globally ambitious mid-ranking universities and vocational training colleges and education organisations. Sannam S4 is honoured to advise five international governments on their international higher education engagement strategies in key growth markets. The firm also serves a diverse range of international corporations from Fortune 100 multinationals, to venture capital backed start-ups and globally ambitious small and medium sized exporters.

Providing in-country expertise and a range of practical support services in key overseas markets, Sannam S4, on an on-going basis supports over 150 international organisations as they seek to explore, enter and expand internationally. Delivering a unique turn-key service model, Sannam S4 offers local market research, partner search and selection, staff recruitment, HR advisory and financial, accounting, tax, payroll and strategic consulting.

Sannam S4’s market leading solution provides organisations the ability to have local consulting solutions delivered in a number of international markets.

Sannam S4 places tremendous value on its strategic partnerships and close affiliations with respected organisations which include a formal Strategic Partnership with the U.S. International Trade Administration (ITA) U.S. Department of Commerce, the UK Department for International Trade (DIT) and close working relations with the governments of Canada, Ireland, Australia, New Zealand and India. Sannam S4 actively participates in roundtable, through leadership and policy discussions via close working relationships with the National Association of Colleges and Business Officers Overseas (NACUBO), U.S. India Strategic Partnership Forum (USISPF) and the U.S. India Business Council (USIBC), Federation of Indian Chambers of Commerce and Industry (FICCI) and the Confederation of Indian Industry (CII) amongst others.

Sannam S4’s team is committed to building the world’s leading and most respected international education market entry and expansion services business. The team is passionate about providing universities, colleges, vocational training providers and national and federal governments, as well as NGO/NPO’s and trade sector bodies, with the highest quality support in markets where it is needed most. Sannam S4’s New Delhi office is ISO 27001:2013 certified. In 2018 and 2019 Sannam S4 won UK-India Consultancy Firm of the Year Award."
4209,NotOnMap,3.8,95Reviews,26,--,"Headquarters in Chamba, India",1 to 50 Employees,Hotels & Resorts,"NOM is a social driven initiative generating alternative livelihood &amp; minimizing unskilled migration from traditional villages with age old cultural value system. This migration happens not by choice but due to lack of modern influence, lack
of so-called knowledge &amp; education, exploitation by middle man OR not been provided with their share of ‘Travel Economy’.
NotOnMap started working from those villages/houses where technology &amp; travel influence has been minimal; and hence they have been cut off from getting their true share of the economy.
While big organizations are busy protecting ancient cities, palaces &amp; monuments; NotOnMap is protecting the current lifestyle of neglected farmers which will be wiped out with time if not given due attention. NotOnMap is protecting &amp; promoting the cultural heritage of India by keeping Tourism at the CORE; and we are doing it by creating new “Model Villages”, creating a new destination for travel &amp; curating places which matches our conceptual belief."
4210,Business Intelli Solutions,3.8,38Reviews,15,7,"Headquarters in Dallas, United States",1 to 50 Employees,Information Technology Support Services,
4211,Hooters,3.8,2.1TReviews,4,874,112 Interstate BLVD,10000+ Employees,Restaurants & Cafes,"Hooters of America, LLC is the Atlanta-based operator and franchiser of over 430 Hooters locations in 28 countries. The privately held corporation owns 200 units. The first Hooters opened October 4, 1983, in Clearwater, Florida.  During its history, the Hooters concept has remained true to its roots. The current logo, uniform, menu and ambiance are all very similar to what existed in the original store. This consistency is understandable given Hooters continued success and high ranking among the industry's growth leaders. The casual beach-themed establishments feature music, sports on large flat screens, and a menu that includes seafood, sandwiches, burgers, salads, and of course, Hooters original chicken wings.  Hooters of America LLC. is an equal opportunity employer. M/F/D/V are encouraged to apply"
4212,Lavanya,4.0,57Reviews,95,--,"Headquarters in Flushing, United States",201 to 500 Employees,N/A,
4213,SBI,4.4,45Reviews,118,18,5 office locations,201 to 500 Employees,Consumer Product Manufacturing,"SBI is a Canadian family-owned company that designs, manufactures and markets residential heating products sold throughout the world.  In addition to Canada, the United States and Europe, they are available in Brazil, Colombia, South Africa and Australia through a crescent-free distribution network. In order to produce the best heating systems, SBI has come a long way: the company has a world-class infrastructure, of which 10,000 square feet is dedicated to research and development. At SBI our passion becomes a source of energy."
4214,Alacrity Ecommerce Solutions,3.6,91Reviews,64,2,"104 Infotech Tower, IT Park",51 to 200 Employees,Information Technology Support Services,
4215,SIEGWERK,3.9,159Reviews,28,84,2 office locations,1001 to 5000 Employees,Chemical Manufacturing,
4216,Mercado Livre,4.4,4TReviews,1,1.3T,"Avenida das Nações Unidas, 3003",10000+ Employees,Internet & Web Services,"Fazendo história há 23 anos!
Em 1999, começamos este sonho em uma garagem em Buenos Aires e, desde então, não paramos de realizá-lo, porque o que nos uniu naquele dia foi o #DNAMELI. Esse DNA reflete o nosso espírito empreendedor e nos inspira a continuar evoluindo, criando e inovando para gerar grandes oportunidades. E o melhor de tudo é que só está começando!"
4217,Chronus,4.0,61Reviews,56,4,3 office locations,51 to 200 Employees,Enterprise Software & Network Solutions,"Chronus empowers organizations to unleash the full potential of their people through the power of future-ready mentoring. Offering unmatched DEI capabilities and expertise, along with the most flexible platform on the market, Chronus is built for each organization's unique culture. Powering thousands of programs for millions of people at some of the world’s largest organizations, Chronus has been the market maker and innovator in mentoring software since the company was founded in 2007. 

Learn more at www.chronus.com."
4218,Fujitsu,3.8,158Reviews,36,--,"Headquarters in Paris, France",Unknown,N/A,
4219,Acxiom,4.0,1TReviews,8,84,15 office locations,1001 to 5000 Employees,Information Technology Support Services,"Acxiom is a technology and services company that provides the data foundation for the world's best marketers. We enable people-based marketing everywhere through a simple, open approach to connecting systems and data that drives seamless customer experiences and higher ROI. A leader in identity and the ethical use of data for more than 45 years, Acxiom helps thousands of clients and partners around the globe work together to create a world where all marketing is relevant.

Want to work at a Great Place to Work and join a team working to power a world where all marketing is relevant? Visit acxiom.com/careers to learn more about the great opportunities at Acxiom."
4220,Robert Bosch Tool Corporation,4.2,271Reviews,17,--,1800 W. Central Rd.,1001 to 5000 Employees,Consumer Product Manufacturing,"The Bosch Group is a leading global supplier of technology and services. It employs roughly 402,600 associates worldwide (as of December 31, 2021). The company generated sales of 78.7 billion euros in 2021. Its operations are divided into four business sectors: Mobility Solutions, Industrial Technology, Consumer Goods, and Energy and Building Technology. As a leading IoT provider, Bosch offers innovative solutions for smart homes, Industry 4.0, and connected mobility. Bosch is pursuing a vision of mobility that is sustainable, safe, and exciting. It uses its expertise in sensor technology, software, and services, as well as its own IoT cloud, to offer its customers connected, cross-domain solutions from a single source. The Bosch Group’s strategic objective is to facilitate connected living with products and solutions that either contain artificial intelligence (AI) or have been developed or manufactured with its help. Bosch improves quality of life worldwide with products and services that are innovative and spark enthusiasm. In short, Bosch creates technology that is “Invented for life.”"
4221,University of Hyderabad,4.4,100Reviews,94,--,"Hyderābād, TG",1 to 50 Employees,N/A,
4222,Burckhardt Compression,4.0,93Reviews,64,32,"Winterthur, 25",1 to 50 Employees,Energy & Utilities,
4223,Noone,3.7,50Reviews,78,--,"Headquarters in Warsaw, Poland",1 to 50 Employees,N/A,
4224,Noon Academy,4.2,78Reviews,74,10,6 office locations,201 to 500 Employees,Primary & Secondary Schools,"Noon Academy is the Middle East &amp; North Africa's (MENA) largest and fastest-growing EdTech startup. Noon Academy transforming itself to become an open-platform to decentralize innovation and scale its social learning. Noon’s Open Platform will create a solid Network Effect that locks in communities and amplifies value creation; where students can study LIVE with their friends in an interactive and engaging way that kills boredom. Last semester, Noon grew 4x in it’s most important metric: Active Users.&nbsp;

We aspire to be “THE SOCIAL LEARNING PLATFORM with over 50 million students by 2023”.&nbsp; We raised an $8.6 million series A funding recently and scaling up for global expansion.&nbsp;&nbsp;&nbsp;

Quick Facts about Noon:
3 Million: Number of students on the platform
4X: Active users in the last semester
61 Minutes: Average time spent per active day for a student
2 Countries: Leading e-learning platform in Saudi and Egypt; expanding to ALL major Arab countries
150 Employees working across 3 countries

We were recently featured in CNN here. We have recently won the prestigious ""Real Innovation Award"" at the London Business School 2018."
4225,Talisma,3.9,92Reviews,65,--,"Headquarters in Bengaluru, India",Unknown,Computer Hardware Development,"Talisma knows that managing customers successfully takes more than good luck. The company provides customer relationship management (CRM) that businesses use to manage customer service, sales, marketing, and contact center functions. Talisma's software integrates a variety of communications channels, including e-mail, phone, and Web interactions. The company also provides services including application hosting, integration, and outsourced support. Talisma was acquired by nGenera in May 2008; in November of that year nGenera sold certain Talisma assets (including its CRM operations) to Campus Management Corp. Talisma operates from Bangalore, India, with offices in the US, the UK, Portugal, and Japan."
4226,Oil India,4.0,83Reviews,87,--,"Headquarters in Noida, India",5001 to 10000 Employees,Energy & Utilities,
4227,MicroSave,4.2,117Reviews,77,4,"Lucknow, UP",201 to 500 Employees,Business Consulting,
4228,Harman Contracting Services,3.9,92Reviews,95,--,"Headquarters in Valley Stream, United States",1 to 50 Employees,N/A,
4229,BIAS Corporation,4.1,104Reviews,36,--,4 office locations,201 to 500 Employees,Information Technology Support Services,"Who We Are.
Founded in 2000, BIAS is a leading Oracle Platinum Partner and IT services company with dedicated solution experts around the world.  We are a recognized leader in the industry for our customer-driven, award winning solutions. Our team of experienced consultants deliver proven business and IT results, ensuring we are a trusted advisor for our customers.

What We Do.
BIAS delivers innovative IT solutions, leveraging Oracle technologies, for some of the world’s leading companies and public sector organizations. We bridge the divide between technology and business functions to optimize and accelerate business value for our customers. We provide a comprehensive approach – from design and implementation to support – allowing us to deliver the right solution at the right time.

What We Believe.
We believe our customers’ interests always come first.  We act with honesty, integrity and transparency. Our vision, mission and core values shape our culture and define our character.

Our vision is to create a better future for our customers, employees and community.

Our core values are:
-One Team
-Unwavering Integrity
-Be the Spark
-Adopt a Growth Mindset
-Forever Innovate
-Exceed the Mission
-Connect with Community"
4230,Icon,3.8,300Reviews,18,--,3 office locations,201 to 500 Employees,Advertising & Public Relations,"Icon Identity Solutions helps its customers avoid identity crises. The firm provides a variety of services related to the building of a company's brand through the use of signs and exterior graphics. Icon can help clients manage multiple sign projects on a global scale if needed. Its services include sign design, permitting, and manufacturing. Icon Identity Solutions is one arm of Icon Companies, which also operates subsidiaries East Coast Sign Advertising and ImageCare Maintenance Services (IMS). IMS provides sign repair and maintenance. Past clients have included BMW's Mini unit and Citigroup."
4231,REVA University,4.1,103Reviews,89,34,"Headquarters in Bengaluru, India",501 to 1000 Employees,N/A,
4232,Kimball Electronics,3.6,160Reviews,51,11,3 office locations,1001 to 5000 Employees,Electronics Manufacturing,"Kimball Electronics offers complete product life cycle support for electronic manufacturing assemblies in the Medical, Industrial, Automotive, and Public Safety market segments. Our electronics design and electronic manufacturing services (EMS) core focus is vital in the creation of durable products that require high reliability. These products perform exceptionally well in even the most challenging environments. We value our contract electronics customers and their unique needs and expectations. Our customer focus and dedication to unparalleled excellence in electronic assembly design and manufacturing, has resulted in proven success in the contract electronics mfg industry. Personal relationships are important to us. Our Business Managersstrive to build long term global partnerships. Our commitment to support our customers is backed by our electronics manufacturing history and demonstrated growth over the past 50 years. Our global footprint has 6 facilities located worldwide."
4233,Crayon,4.1,180Reviews,30,15,23 office locations,1001 to 5000 Employees,Information Technology Support Services,
4234,Vital Human Resources,4.1,50Reviews,31,69,13 office locations,201 to 500 Employees,Business Consulting,
4235,Clumio,4.1,72Reviews,44,2,"Headquarters in Santa Clara, United States",51 to 200 Employees,Enterprise Software & Network Solutions,"Clumio authentic SaaS for enterprise backup eliminates hardware and software to securely and reliably protect your workloads, on-prem and in the cloud.

We were founded by serial innovators who recognize that the full potential of the cloud is still waiting to be tapped. Built on a foundation of TRUST, our team is comprised of individuals determined to take full advantage of the public cloud without taking short cuts. We have built a platform that focuses on bringing authentic SaaS to solve the challenges of data protection. We challenge. We empower. We deliver. 

Join us on our mission to unleash the cloud: https://clumio.com/careers/"
4236,Hon Hai,3.5,372Reviews,17,--,"Headquarters in New Taipei City, Taiwan",5001 to 10000 Employees,Electronics Manufacturing,"Hon Hai Precision Industry may be the biggest electronics company you never heard of. The company, more commonly known by its trade name, Foxconn, is the world's largest contract electronics manufacturer. It manufactures computers, consumer electronics, communications, and other products, including connectors, cable assemblies, enclosures, flat-panel displays, game consoles, motherboards, servers, and televisions. Hon Hai also provides design engineering and mechanical tooling services. The global company's customers include Apple, Cisco, Dell, Nokia, and Sony. CEO Terry Gou founded Hon Hai in 1974 to make plastic switches for TVs."
4237,HARi,3.9,65Reviews,100,6,"Headquarters in Wan Chai, Hong Kong",1 to 50 Employees,N/A,
4238,Fusion Medical Staffing,4.3,289Reviews,7,1.6T,11808 Grant Street,201 to 500 Employees,Healthcare Services & Hospitals,"Fusion started staffing therapists in 2009, and has since expanded to specialties within the cardiopulmonary, cath lab, laboratory, long term care, nursing, nursing home health, radiology and therapy fields. We continue to seek out the best talent in the healthcare industry. Our travelers provide the hands that help heal and save patients' lives, and they will continue to fill our client's facilities nationwide. Fusion is committed to transparency and putting our travelers needs, wants and preferences first; that means having our travelers be in the drivers' seat of their own careers. When you put your trust in Fusion, we will help you excel in your career and expand your experience."
4239,Rapidsoft Technologies,3.5,112Reviews,65,4,2 office locations,51 to 200 Employees,Computer Hardware Development,
4240,Phoenix Contact,3.8,215Reviews,23,89,3 office locations,10000+ Employees,Electronics Manufacturing,"From our headquarters in Blomberg (North Rhine-Westphalia), we maintain contacts throughout the world. Our mission: to offer you the best possible solution for your electrical engineering and automation tasks.

We are close at hand: with our own production sites in ten countries, 50 dedicated sales subsidiaries, and more than 30 local agencies."
4241,MatchPoint Solutions,4.8,159Reviews,31,--,4 office locations,201 to 500 Employees,Computer Hardware Development,"MatchPoint Solutions leverages best business and technology practices along with experience and known methodologies to help clients make the right business decisions. From strategy to execution, our disciplined yet flexible approach starts and ends with our clients interest as the number one priority. Success is not an option, it is a promise. MatchPoint has experienced rapid growth due to adoption of our products and services among the US Fortune 1000 companies. We begin our consulting engagements with our respect and understanding of your corporate culture which results in you viewing MatchPoint Solutions as an extension of your organization."
4242,Hussmann,3.6,337Reviews,21,412,7 office locations,5001 to 10000 Employees,Machinery Manufacturing,"We are a world leader in merchandising and refrigeration solutions, helping grocery stores and supermarkets attract shoppers, reduce shrinkage and enhance food safety. 

In our fast-paced world, it’s gotten harder for families to find time to prepare and share great meals. Hussmann is developing innovative solutions that make it simpler and more convenient to shop for fresh, healthful foods and put dinner on the table. Now part of Panasonic, the global technology solutions leader, we are uniquely positioned to bring new and exciting capabilities to supermarkets to help them redefine the shopping experience.

From major supermarket chains to regional and local grocers, our customers rely on us for high-efficiency display merchandisers and refrigeration systems that raise the industry standard in food preservation and refrigeration performance. Beyond equipment, we also provide expertise in store planning, retail optimization, food quality, energy savings and more, offering a trusted service organization that spans the continent with over 600 company-employed technicians."
4243,Andhra Bank,3.8,85Reviews,91,--,"Headquarters in Hyderābād, India",10000+ Employees,Banking & Lending,
4244,Mothercare,3.8,563Reviews,13,3,1 Westside London Road,51 to 200 Employees,"Department, Clothing & Shoe Stores","Mothercare is known as a cornerstone of the British high street, supporting parents and families for nearly 60 years. But what many people don’t know is that Mothercare is a major global brand with over 800 stores outside of the UK. Its international business is growing.

Mothercare Global Brand is a business-to-business company. It develops the Mothercare strategy, maximising the value of our global brand, designing own-brand products and – as custodians of the brand – defining the ‘Mothercare way’, all of which are distributed around the globe through franchising partnerships. In fact, we are the world’s largest parent-and-baby franchise.

Today, we have 840 stores in 40 countries through our franchise network. In FY19, our international sales turnover was in excess of £600 million.

That’s big. But we’re not content.

There are 60 million births around the globe each year – so there’s a huge market to play for. We will harness our reputation as a trusted brand and work in partnership with our franchisees to grow. We’ll do that in a planned, strategic and commercially-minded way that enables a sustainable, long-term future for the Mothercare brand.

We’ve also just announced a fantastic new franchise with Boots. Boots will exclusively sell Mothercare-branded products – from clothing to car seats to pushchairs – in their UK stores. That means we’re bringing Mothercare back to the high street in partnership with another highly regarded British brand.


We’re just finalising the deal but anticipate that Boots will start to carry Mothercare-branded products from Summer 2020.

It’s an exciting time to work at Mothercare Global Brand. We are on the cusp of something truly special as we leverage the currency of such a credible, iconic brand while bringing to life new ways of thinking and working. Essentially, we are a 59-year-old company with the enthusiasm and drive of a start-up."
4245,Aflac,3.8,4.2TReviews,1,919,25 office locations,10000+ Employees,Insurance Carriers,"Join a company that’s been named to Fortune Magazine’s “100 Best Companies to Work For” 21 years in a row. 
As part of the Aflac team, you’ll find yourself in a supportive work environment with an organizational culture that champions an open-door management philosophy, competitive salaries, excellent benefits and more.  

While we’re a dedicated company — with promises to help protect more than 50 million policyholders worldwide — it hasn’t stopped us from enjoying our philosophy of camaraderie and having some fun along the way. (After all, we do happen to have the Aflac Duck as our brand ambassador.)  And they’ve all been part of our core values for more than 65 years.  

Aflac is committed to a culture that embraces an environment of understanding and empathy. You’ll quickly see that we’ve built a company where every employee in our diverse workforce can perform at their very best.  But our diversity efforts don't stop at our front door. They extend into our community through outreach and service — and by our agents, suppliers and business partners.  Through our Diversity Council, we’ve developed initiatives to implement, support and help further our diversity-related efforts across the globe."
4246,Calpion,3.8,89Reviews,74,1,"4835 Lyndon Johnson Fwy, Suite 300",201 to 500 Employees,Computer Hardware Development,"Calpion is a 17-year-old Dallas, TX headquartered IT Consultant offering  Application Development, Machine Learning, IT Security, Analytics, Big Data, and RPA solutions to customers in healthcare, hospitality, and logistics verticals."
4247,Jadavpur University,4.5,110Reviews,88,--,"Calcutta, WB",201 to 500 Employees,Colleges & Universities,
4248,California Pizza Kitchen,3.6,1.5TReviews,4,2.8T,"Headquarters in Playa Vista, United States",10000+ Employees,Restaurants & Cafes,"California is our culture, passion is our heritage.  This is the place for taste makers, rule breakers and Earth shakers.  Every day, we conquer challenges by daring to work on the edge and thinking outside the box.  And we never settle for the norm.

In 1985, California Pizza Kitchen (CPK) opened its first restaurant in Beverly Hills and introduced diners to innovative California-style pizza.  Since then, CPK has become a global brand known for creative California cuisine.  Today, CPK is approaching 300 restaurants in 13 countries and U.S. territories around the world.  For more information on California Pizza Kitchen, visit www.cpk.com"
4249,CannonDesign,3.8,279Reviews,14,22,16 office locations,501 to 1000 Employees,Architectural & Engineering Services,"We leverage the heart, passion and intelligence of our more than 1,000 creative thinkers to develop solutions for the greatest challenges facing our clients and society. Whether designing for equity in education, accessible healthcare, inclusive communities, new scientiﬁc discoveries or the “next big idea” in business, we leverage our full suite of end-to-end services to help organizations and the people and communities they serve flourish.

We do this through a design approach we created called Living-Centered Design. Living-Centered Design realizes that to create a world where people continuously flourish, we must address the complex interdependencies that exist between people, businesses, communities, society and the environment. Taking this approach allows us to help organizations not only make improvements to their current state, but catalyze widespread, systemic change.

The CannonDesign family includes Blue Cottage of CannonDesign, Facility Optimization Solutions of CannonDesign, Yazdani Studio of CannonDesign and ModularDesign+."
4250,ThinkBridge,3.8,90Reviews,55,10,"Headquarters in Pune, India",51 to 200 Employees,Information Technology Support Services,"We help growth-stage companies scale and increase their enterprise value by improving their ability to increase their operational efficiency and launching market-leading products, using technology. 

Strategy | Software | Insights
Powered by Technology, Empowered by our People"
4251,Astek,5.0,925Reviews,12,48,7 office locations,5001 to 10000 Employees,Information Technology Support Services,
4252,"Plex Systems, Inc.",4.1,224Reviews,16,1,5 office locations,501 to 1000 Employees,Enterprise Software & Network Solutions,"About Plex Systems

Plex Systems, Inc., a Rockwell Automation company, is the leader in cloud-delivered smart manufacturing solutions, empowering the world’s manufacturers to make awesome products. Our platform gives manufacturers the ability to connect, automate, track and analyze every aspect of their business to drive transformation. The Plex Smart Manufacturing Platform includes solutions for manufacturing execution (MES), ERP, quality, supply chain planning and management, Industrial IoT and analytics to connect people, systems, machines, and supply chains, enabling them to lead with precision, efficiency and agility."
4253,Winshuttle,3.6,198Reviews,79,--,4 office locations,201 to 500 Employees,Computer Hardware Development,
